TimeStamp,Market,CcyPair,Bid,BidSize,Ask,AskSize
6578.3355,EasyFx,GBPUSD,1.5873,2000000,1.5876,3000000
6578.3355,EasyFx,EURGBP,0.9264,1000000,0.92665,1000000
6578.3355,EasyFx,USDCAD,1.0951,1000000,1.0955,4000000
6578.3355,EasyFx,AUDUSD,0.8688,1000000,0.8691,5000000
6578.3355,EasyFx,EURCHF,1.5127,6000000,1.5128,1000000
6578.3355,EasyFx,EURJPY,131.05,5000000,131.08,2000000
6578.3355,EasyFx,NZDUSD,0,0,0,0
6578.3355,EasyFx,USDCHF,1.0326,13000000,1.0327,1000000
6578.3355,EasyFx,USDJPY,89.48,1000000,89.49,2000000
6578.3355,FxPrime,EURUSD,1.4676,1100000,1.4677,100000
6578.3355,FxPrime,GBPUSD,1.5873,500000,1.5875,850000
6578.3355,FxPrime,EURGBP,0.9264,3000000,0.9266,1000000
6578.3355,FxPrime,USDCAD,1.0952,200000,1.0953,200000
6578.3355,FxPrime,AUDUSD,0.86885,7000000,0.869,540000
6578.3355,FxPrime,EURCHF,1.51265,6000000,1.5128,200000
6578.3355,FxPrime,EURJPY,131.05,200000,131.08,1000000
6578.3355,FxPrime,NZDUSD,0.7163,1000000,0.7166,500000
6578.3355,FxPrime,USDCHF,1.0326,3300000,1.0328,100000
6578.3355,FxPrime,USDJPY,89.47,1200000,89.49,500000
6578.3355,eCurrencies,EURUSD,1.4675,1000000,1.46775,1000000
6578.3355,eCurrencies,GBPUSD,1.58725,500000,1.5875,1000000
6578.3355,eCurrencies,EURGBP,0.9264,1000000,0.9267,1000000
6578.3355,eCurrencies,USDCAD,1.095,500000,1.09545,1000000
6578.3355,eCurrencies,AUDUSD,0.8687,1000000,0.8691,1560000
6578.3355,eCurrencies,EURCHF,1.5126,1000000,1.5129,1000000
6578.3355,eCurrencies,EURJPY,131.04,1000000,131.09,1000000
6593.961,eCurrencies,NZDUSD,0.7161,3000000,0.7168,1000000
6593.961,eCurrencies,USDCHF,1.0325,2040000,1.0328,1000000
6593.961,eCurrencies,USDJPY,89.47,1000000,89.5,1000000
6593.961,FxMart,EURUSD,1.4674,1000000,1.4677,700000
6593.961,FxMart,GBPUSD,1.5873,250000,1.588,1000000
6593.961,FxMart,EURGBP,0.9261,1000000,0.9271,1000000
6593.961,FxMart,USDCAD,1.0946,1000000,1.09585,1000000
6593.961,FxMart,AUDUSD,0,0,0,0
6593.961,FxMart,EURCHF,1.5119,1000000,1.51285,200000
6593.961,FxMart,EURJPY,0,0,0,0
6593.961,FxMart,NZDUSD,0,0,0,0
6593.961,FxMart,USDCHF,1.0326,940447,1.03285,500000
6593.961,FxMart,USDJPY,89.43,1000000,89.49,800000
6672.0885,AutoFx,EURUSD,1.4675,1000000,1.4678,2000000
6672.0885,AutoFx,GBPUSD,1.5873,1000000,1.5874,1000000
6672.0885,AutoFx,EURGBP,0.92645,1000000,0.92665,3000000
6672.0885,AutoFx,USDCAD,1.0951,5000000,1.0953,3000000
6672.0885,AutoFx,AUDUSD,0.8689,6000000,0.869,2000000
6672.0885,AutoFx,EURCHF,1.5115,1000000,1.5222,9000000
6672.0885,AutoFx,EURJPY,0,0,0,0
6687.714,AutoFx,NZDUSD,0,0,0,0
6687.714,AutoFx,USDCHF,0,0,0,0
6687.714,AutoFx,USDJPY,89.47,2000000,89.5,4000000
6687.714,EasyFx,EURUSD,1.4676,11000000,1.4677,8000000
6687.714,EasyFx,GBPUSD,1.5873,2000000,1.5876,3000000
6687.714,EasyFx,EURGBP,0.9264,1000000,0.92665,1000000
6687.714,EasyFx,USDCAD,1.0951,1000000,1.0955,4000000
6687.714,EasyFx,AUDUSD,0.8688,1000000,0.8691,5000000
6687.714,EasyFx,EURCHF,1.5127,6000000,1.5128,1000000
6687.714,EasyFx,EURJPY,131.05,5000000,131.08,2000000
6687.714,EasyFx,NZDUSD,0,0,0,0
6687.714,EasyFx,USDCHF,1.0326,13000000,1.0327,1000000
6687.714,EasyFx,USDJPY,89.48,1000000,89.49,2000000
6687.714,FxPrime,EURUSD,1.4676,1100000,1.4677,100000
6687.714,FxPrime,GBPUSD,1.5873,500000,1.5875,850000
6687.714,FxPrime,EURGBP,0.9264,3000000,0.9266,1000000
6687.714,FxPrime,USDCAD,1.0952,200000,1.0953,200000
6687.714,FxPrime,AUDUSD,0.86885,7000000,0.869,540000
6687.714,FxPrime,EURCHF,1.51265,6000000,1.5128,200000
6687.714,FxPrime,EURJPY,131.05,200000,131.08,1150000
6687.714,FxPrime,NZDUSD,0.7163,1000000,0.7166,500000
6687.714,FxPrime,USDCHF,1.0326,3300000,1.0328,100000
6687.714,FxPrime,USDJPY,89.47,3000000,89.49,1200000
6687.714,eCurrencies,EURUSD,1.4675,1000000,1.46775,1000000
6687.714,eCurrencies,GBPUSD,1.58725,500000,1.5875,1000000
6687.714,eCurrencies,EURGBP,0.9264,1000000,0.9267,1000000
6687.714,eCurrencies,USDCAD,1.095,500000,1.09545,1000000
6687.714,eCurrencies,AUDUSD,0.8687,1000000,0.8691,1560000
6687.714,eCurrencies,EURCHF,1.5126,1000000,1.5129,1000000
6687.714,eCurrencies,EURJPY,131.04,1000000,131.09,1100000
6703.3395,eCurrencies,NZDUSD,0.7161,3000000,0.7168,1000000
6703.3395,eCurrencies,USDCHF,1.0325,2040000,1.0328,1000000
6703.3395,eCurrencies,USDJPY,89.47,1000000,89.5,500000
6703.3395,FxMart,EURUSD,1.4674,1000000,1.4677,700000
6703.3395,FxMart,GBPUSD,1.5873,250000,1.588,1000000
6703.3395,FxMart,EURGBP,0.9261,1000000,0.9271,1000000
6703.3395,FxMart,USDCAD,1.0946,1000000,1.09585,1000000
6703.3395,FxMart,AUDUSD,0,0,0,0
6703.3395,FxMart,EURCHF,1.5119,1000000,1.51285,200000
6703.3395,FxMart,EURJPY,0,0,0,0
6703.3395,FxMart,NZDUSD,0,0,0,0
6703.3395,FxMart,USDCHF,1.0326,940447,1.03285,500000
6703.3395,FxMart,USDJPY,89.43,1000000,89.49,800000
6781.467,AutoFx,EURUSD,1.4675,1000000,1.4678,2000000
6781.467,AutoFx,GBPUSD,1.5873,1000000,1.5874,1000000
6781.467,AutoFx,EURGBP,0.92645,1000000,0.92665,3000000
6781.467,AutoFx,USDCAD,1.0951,5000000,1.0953,3000000
6781.467,AutoFx,AUDUSD,0.8689,6000000,0.869,2000000
6781.467,AutoFx,EURCHF,1.5115,1000000,1.5222,9000000
6781.467,AutoFx,EURJPY,0,0,0,0
6781.467,AutoFx,NZDUSD,0,0,0,0
6781.467,AutoFx,USDCHF,0,0,0,0
6781.467,AutoFx,USDJPY,89.46,2000000,89.5,4000000
6781.467,EasyFx,EURUSD,1.4676,11000000,1.4677,8000000
6781.467,EasyFx,GBPUSD,1.5873,2000000,1.5876,3000000
6781.467,EasyFx,EURGBP,0.9264,1000000,0.92665,1000000
6781.467,EasyFx,USDCAD,1.0951,1000000,1.0955,4000000
6797.0925,EasyFx,AUDUSD,0.8688,1000000,0.8691,5000000
6797.0925,EasyFx,EURCHF,1.5127,6000000,1.5128,1000000
6797.0925,EasyFx,EURJPY,131.05,5000000,131.08,2000000
6797.0925,EasyFx,NZDUSD,0,0,0,0
6797.0925,EasyFx,USDCHF,1.0326,13000000,1.0327,1000000
6797.0925,EasyFx,USDJPY,89.48,1000000,89.49,2000000
6797.0925,FxPrime,EURUSD,1.4676,1100000,1.4677,100000
6797.0925,FxPrime,GBPUSD,1.5873,500000,1.5875,850000
6797.0925,FxPrime,EURGBP,0.9264,3000000,0.9266,1000000
6797.0925,FxPrime,USDCAD,1.0952,200000,1.0953,200000
6797.0925,FxPrime,AUDUSD,0.86885,7000000,0.869,540000
6797.0925,FxPrime,EURCHF,1.51265,6000000,1.5128,200000
6797.0925,FxPrime,EURJPY,131.04,200000,131.07,150000
6797.0925,FxPrime,NZDUSD,0.7163,1000000,0.7166,500000
6797.0925,FxPrime,USDCHF,1.0326,3300000,1.0328,100000
6797.0925,FxPrime,USDJPY,89.47,3000000,89.49,1200000
6797.0925,eCurrencies,EURUSD,1.4675,1000000,1.46775,1000000
6797.0925,eCurrencies,GBPUSD,1.58725,500000,1.5875,1000000
6797.0925,eCurrencies,EURGBP,0.9264,1000000,0.9267,1000000
6797.0925,eCurrencies,USDCAD,1.095,500000,1.0954,500000
6797.0925,eCurrencies,AUDUSD,0.8687,1000000,0.8691,1560000
6797.0925,eCurrencies,EURCHF,1.5126,1000000,1.5129,1000000
6797.0925,eCurrencies,EURJPY,131.04,1000000,131.09,100000
6797.0925,eCurrencies,NZDUSD,0.7161,3000000,0.7168,1000000
6797.0925,eCurrencies,USDCHF,1.0325,2040000,1.0328,1000000
6812.718,eCurrencies,USDJPY,89.47,1000000,89.5,500000
6812.718,FxMart,EURUSD,1.4674,1000000,1.4677,700000
6812.718,FxMart,GBPUSD,1.5873,250000,1.588,1000000
6812.718,FxMart,EURGBP,0.9261,1000000,0.9271,1000000
6812.718,FxMart,USDCAD,1.0946,1000000,1.09585,1000000
6812.718,FxMart,AUDUSD,0,0,0,0
6812.718,FxMart,EURCHF,1.5119,1000000,1.51285,200000
6812.718,FxMart,EURJPY,0,0,0,0
6812.718,FxMart,NZDUSD,0,0,0,0
6812.718,FxMart,USDCHF,1.0326,940447,1.03285,500000
6812.718,FxMart,USDJPY,89.43,1000000,89.49,800000
6890.8455,AutoFx,EURUSD,1.4675,1000000,1.4678,2000000
6890.8455,AutoFx,GBPUSD,1.5873,1000000,1.5874,1000000
6890.8455,AutoFx,EURGBP,0.92645,1000000,0.92665,3000000
6890.8455,AutoFx,USDCAD,1.0951,5000000,1.0953,3000000
6906.471,AutoFx,AUDUSD,0.8689,6000000,0.869,2000000
6906.471,AutoFx,EURCHF,1.5115,1000000,1.5222,9000000
6906.471,AutoFx,EURJPY,0,0,0,0
6906.471,AutoFx,NZDUSD,0,0,0,0
6906.471,AutoFx,USDCHF,0,0,0,0
6906.471,AutoFx,USDJPY,89.46,2000000,89.5,4000000
6906.471,EasyFx,EURUSD,1.4676,11000000,1.4677,6000000
6906.471,EasyFx,GBPUSD,1.5873,2000000,1.5876,3000000
6906.471,EasyFx,EURGBP,0.9264,1000000,0.92665,1000000
6906.471,EasyFx,USDCAD,1.0951,1000000,1.0955,4000000
6906.471,EasyFx,AUDUSD,0.8688,1000000,0.8691,5000000
6906.471,EasyFx,EURCHF,1.5127,6000000,1.5128,2000000
6906.471,EasyFx,EURJPY,131.05,5000000,131.08,6000000
6906.471,EasyFx,NZDUSD,0,0,0,0
6906.471,EasyFx,USDCHF,1.0326,13000000,1.0327,1000000
6906.471,EasyFx,USDJPY,89.47,7000000,89.49,10000000
6906.471,FxPrime,EURUSD,1.4676,1100000,1.4677,100000
6906.471,FxPrime,GBPUSD,1.5873,500000,1.5875,850000
6906.471,FxPrime,EURGBP,0.9264,3000000,0.9266,1000000
6906.471,FxPrime,USDCAD,1.0952,200000,1.0953,200000
6906.471,FxPrime,AUDUSD,0.86885,7000000,0.869,540000
6906.471,FxPrime,EURCHF,1.51265,6000000,1.5128,200000
6906.471,FxPrime,EURJPY,131.04,200000,131.07,150000
6906.471,FxPrime,NZDUSD,0.7163,1000000,0.7166,500000
6906.471,FxPrime,USDCHF,1.0326,3300000,1.0328,100000
6906.471,FxPrime,USDJPY,89.47,1400000,89.49,500000
6906.471,eCurrencies,EURUSD,1.4675,1000000,1.46775,1000000
6906.471,eCurrencies,GBPUSD,1.58725,500000,1.5875,1000000
6922.0965,eCurrencies,EURGBP,0.9264,1000000,0.9267,1000000
6922.0965,eCurrencies,USDCAD,1.095,500000,1.0954,500000
6922.0965,eCurrencies,AUDUSD,0.8687,1000000,0.8691,1560000
6922.0965,eCurrencies,EURCHF,1.5126,1000000,1.5129,1000000
6922.0965,eCurrencies,EURJPY,131.04,1000000,131.09,100000
6922.0965,eCurrencies,NZDUSD,0.7161,3000000,0.7168,1000000
6922.0965,eCurrencies,USDCHF,1.0325,2110000,1.0328,1000000
6922.0965,eCurrencies,USDJPY,89.46,1000000,89.49,1000000
6922.0965,FxMart,EURUSD,1.4674,1000000,1.4677,700000
6922.0965,FxMart,GBPUSD,1.5873,250000,1.588,1000000
6922.0965,FxMart,EURGBP,0.9261,1000000,0.9271,1000000
6922.0965,FxMart,USDCAD,1.0946,1000000,1.09585,1000000
6922.0965,FxMart,AUDUSD,0,0,0,0
6922.0965,FxMart,EURCHF,1.5119,1000000,1.51285,200000
6922.0965,FxMart,EURJPY,0,0,0,0
6922.0965,FxMart,NZDUSD,0,0,0,0
6922.0965,FxMart,USDCHF,1.0326,940447,1.03285,500000
6922.0965,FxMart,USDJPY,89.43,1000000,89.49,800000
7000.224,AutoFx,EURUSD,1.4675,1000000,1.4678,2000000
7000.224,AutoFx,GBPUSD,1.5873,1000000,1.5874,1000000
7000.224,AutoFx,EURGBP,0.92645,1000000,0.92665,3000000
7000.224,AutoFx,USDCAD,1.0951,5000000,1.0953,3000000
7000.224,AutoFx,AUDUSD,0.8689,1000000,0.869,2000000
7000.224,AutoFx,EURCHF,1.5115,1000000,1.5222,9000000
7000.224,AutoFx,EURJPY,0,0,0,0
7000.224,AutoFx,NZDUSD,0,0,0,0
7000.224,AutoFx,USDCHF,0,0,0,0
7000.224,AutoFx,USDJPY,89.46,2000000,89.5,4000000
7015.8495,EasyFx,EURUSD,1.4676,11000000,1.4677,6000000
7015.8495,EasyFx,GBPUSD,1.5873,2000000,1.5876,3000000
7015.8495,EasyFx,EURGBP,0.9264,1000000,0.92665,1000000
7015.8495,EasyFx,USDCAD,1.0951,1000000,1.0955,4000000
7015.8495,EasyFx,AUDUSD,0.8688,1000000,0.8691,5000000
7015.8495,EasyFx,EURCHF,1.5127,6000000,1.5128,2000000
7015.8495,EasyFx,EURJPY,131.05,5000000,131.08,6000000
7015.8495,EasyFx,NZDUSD,0,0,0,0
7015.8495,EasyFx,USDCHF,1.0326,13000000,1.0327,1000000
7015.8495,EasyFx,USDJPY,89.47,7000000,89.49,10000000
7015.8495,FxPrime,EURUSD,1.4676,1100000,1.4677,100000
7015.8495,FxPrime,GBPUSD,1.5873,500000,1.5875,850000
7015.8495,FxPrime,EURGBP,0.9264,3000000,0.9266,1000000
7015.8495,FxPrime,USDCAD,1.0952,200000,1.0953,200000
7015.8495,FxPrime,AUDUSD,0.86885,7000000,0.869,540000
7015.8495,FxPrime,EURCHF,1.51265,6000000,1.5128,200000
7015.8495,FxPrime,EURJPY,131.04,200000,131.07,1000000
7015.8495,FxPrime,NZDUSD,0.7163,1000000,0.7166,500000
7015.8495,FxPrime,USDCHF,1.0326,3300000,1.0328,100000
7015.8495,FxPrime,USDJPY,89.47,1200000,89.49,500000
7015.8495,eCurrencies,EURUSD,1.4675,1000000,1.46775,1000000
7015.8495,eCurrencies,GBPUSD,1.58725,500000,1.5875,1000000
7015.8495,eCurrencies,EURGBP,0.9264,1000000,0.9267,1000000
7015.8495,eCurrencies,USDCAD,1.095,500000,1.0954,500000
7015.8495,eCurrencies,AUDUSD,0.8687,1000000,0.8691,1560000
7015.8495,eCurrencies,EURCHF,1.5126,1000000,1.5129,1000000
7015.8495,eCurrencies,EURJPY,131.04,1000000,131.08,1000000
7015.8495,eCurrencies,NZDUSD,0.7161,3000000,0.7168,1000000
7015.8495,eCurrencies,USDCHF,1.0325,2110000,1.0328,1000000
7015.8495,eCurrencies,USDJPY,89.46,1000000,89.49,1000000
7031.475,FxMart,EURUSD,1.4674,1000000,1.4677,700000
7031.475,FxMart,GBPUSD,1.5873,250000,1.588,1000000
7031.475,FxMart,EURGBP,0.9261,1000000,0.9271,1000000
7031.475,FxMart,USDCAD,1.0946,1000000,1.09585,1000000
7031.475,FxMart,AUDUSD,0,0,0,0
7031.475,FxMart,EURCHF,1.5119,1000000,1.51285,200000
7031.475,FxMart,EURJPY,0,0,0,0
7031.475,FxMart,NZDUSD,0,0,0,0
7031.475,FxMart,USDCHF,1.0326,940447,1.03285,500000
7031.475,FxMart,USDJPY,89.43,1000000,89.49,800000
7109.6025,AutoFx,EURUSD,1.4675,1000000,1.4678,2000000
7109.6025,AutoFx,GBPUSD,1.5873,1000000,1.5874,1000000
7109.6025,AutoFx,EURGBP,0.92645,1000000,0.92665,3000000
7109.6025,AutoFx,USDCAD,1.0951,5000000,1.0953,3000000
7109.6025,AutoFx,AUDUSD,0.8689,1000000,0.869,2000000
7109.6025,AutoFx,EURCHF,1.5115,1000000,1.5222,9000000
7109.6025,AutoFx,EURJPY,0,0,0,0
7109.6025,AutoFx,NZDUSD,0,0,0,0
7109.6025,AutoFx,USDCHF,0,0,0,0
7109.6025,AutoFx,USDJPY,89.46,2000000,89.5,4000000
7109.6025,EasyFx,EURUSD,1.4676,11000000,1.4677,6000000
7109.6025,EasyFx,GBPUSD,1.5873,2000000,1.5876,3000000
7109.6025,EasyFx,EURGBP,0.9264,1000000,0.92665,1000000
7109.6025,EasyFx,USDCAD,1.0951,1000000,1.0955,4000000
7109.6025,EasyFx,AUDUSD,0.8688,1000000,0.8691,5000000
7109.6025,EasyFx,EURCHF,1.5127,6000000,1.5128,2000000
7125.228,EasyFx,EURJPY,131.05,5000000,131.08,6000000
7125.228,EasyFx,NZDUSD,0,0,0,0
7125.228,EasyFx,USDCHF,1.0326,13000000,1.0327,1000000
7125.228,EasyFx,USDJPY,89.47,7000000,89.49,10000000
7125.228,FxPrime,EURUSD,1.4676,1100000,1.4677,100000
7125.228,FxPrime,GBPUSD,1.5873,500000,1.5875,850000
7125.228,FxPrime,EURGBP,0.9264,3000000,0.9266,1000000
7125.228,FxPrime,USDCAD,1.0952,200000,1.0953,200000
7125.228,FxPrime,AUDUSD,0.86885,7000000,0.869,540000
7125.228,FxPrime,EURCHF,1.51265,6000000,1.5128,200000
7125.228,FxPrime,EURJPY,131.04,200000,131.07,1000000
7125.228,FxPrime,NZDUSD,0.7163,1000000,0.7166,500000
7125.228,FxPrime,USDCHF,1.0326,3300000,1.0328,100000
7125.228,FxPrime,USDJPY,89.47,1000000,89.49,1000000
7125.228,eCurrencies,EURUSD,1.4675,1000000,1.46775,1000000
7125.228,eCurrencies,GBPUSD,1.58725,500000,1.5875,1000000
7125.228,eCurrencies,EURGBP,0.9264,1000000,0.9267,1000000
7125.228,eCurrencies,USDCAD,1.095,500000,1.0954,500000
7125.228,eCurrencies,AUDUSD,0.8687,1000000,0.8691,1560000
7125.228,eCurrencies,EURCHF,1.5126,1000000,1.5129,1000000
7125.228,eCurrencies,EURJPY,131.04,1000000,131.08,1000000
7125.228,eCurrencies,NZDUSD,0.7161,3000000,0.7168,1000000
7125.228,eCurrencies,USDCHF,1.0325,2110000,1.0328,1000000
7140.8535,eCurrencies,USDJPY,89.46,1000000,89.49,1000000
7140.8535,FxMart,EURUSD,1.4674,1000000,1.4677,700000
7140.8535,FxMart,GBPUSD,1.5873,250000,1.588,1000000
7140.8535,FxMart,EURGBP,0.9261,1000000,0.9271,1000000
7140.8535,FxMart,USDCAD,1.0946,1000000,1.09585,1000000
7140.8535,FxMart,AUDUSD,0,0,0,0
7140.8535,FxMart,EURCHF,1.5119,1000000,1.51285,200000
7140.8535,FxMart,EURJPY,0,0,0,0
7140.8535,FxMart,NZDUSD,0,0,0,0
7140.8535,FxMart,USDCHF,1.0326,940447,1.03285,500000
7140.8535,FxMart,USDJPY,89.43,1000000,89.49,800000
7218.981,AutoFx,EURUSD,1.4675,1000000,1.4678,2000000
7218.981,AutoFx,GBPUSD,1.5873,1000000,1.5874,1000000
7218.981,AutoFx,EURGBP,0.92645,1000000,0.92665,2000000
7218.981,AutoFx,USDCAD,1.0951,5000000,1.0953,3000000
7218.981,AutoFx,AUDUSD,0.8689,1000000,0.869,2000000
7218.981,AutoFx,EURCHF,1.5115,1000000,1.5222,9000000
7234.6065,AutoFx,EURJPY,0,0,0,0
7234.6065,AutoFx,NZDUSD,0,0,0,0
7234.6065,AutoFx,USDCHF,0,0,0,0
7234.6065,AutoFx,USDJPY,89.46,2000000,89.49,2000000
7234.6065,EasyFx,EURUSD,1.4676,11000000,1.4677,6000000
7234.6065,EasyFx,GBPUSD,1.5873,2000000,1.5876,3000000
7234.6065,EasyFx,EURGBP,0.9264,1000000,0.92665,1000000
7234.6065,EasyFx,USDCAD,1.0951,1000000,1.0955,4000000
7234.6065,EasyFx,AUDUSD,0.8688,1000000,0.8691,5000000
7234.6065,EasyFx,EURCHF,1.5127,6000000,1.5128,2000000
7234.6065,EasyFx,EURJPY,131.05,5000000,131.08,6000000
7234.6065,EasyFx,NZDUSD,0,0,0,0
7234.6065,EasyFx,USDCHF,1.0326,13000000,1.0327,1000000
7234.6065,EasyFx,USDJPY,89.47,7000000,89.49,10000000
7234.6065,FxPrime,EURUSD,1.4676,1100000,1.4678,100000
7234.6065,FxPrime,GBPUSD,1.5873,500000,1.5875,850000
7234.6065,FxPrime,EURGBP,0.9264,3000000,0.9266,1000000
7234.6065,FxPrime,USDCAD,1.0952,200000,1.0953,200000
7234.6065,FxPrime,AUDUSD,0.86885,7000000,0.869,540000
7234.6065,FxPrime,EURCHF,1.51265,6000000,1.5128,200000
7234.6065,FxPrime,EURJPY,131.04,200000,131.07,1150000
7234.6065,FxPrime,NZDUSD,0.7163,1000000,0.7166,500000
7234.6065,FxPrime,USDCHF,1.0326,3300000,1.0328,100000
7250.232,FxPrime,USDJPY,89.47,1000000,89.49,1000000
7250.232,eCurrencies,EURUSD,1.4675,1000000,1.46775,1000000
7250.232,eCurrencies,GBPUSD,1.58725,500000,1.5875,1000000
7250.232,eCurrencies,EURGBP,0.9264,1000000,0.9267,1000000
7250.232,eCurrencies,USDCAD,1.095,500000,1.0954,500000
7250.232,eCurrencies,AUDUSD,0.8687,1000000,0.8691,1800000
7250.232,eCurrencies,EURCHF,1.5126,1000000,1.5129,1000000
7250.232,eCurrencies,EURJPY,131.03,1000000,131.08,1000000
7250.232,eCurrencies,NZDUSD,0.7161,3000000,0.7168,1000000
7250.232,eCurrencies,USDCHF,1.0325,2110000,1.0328,1000000
7250.232,eCurrencies,USDJPY,89.46,1000000,89.49,1000000
7250.232,FxMart,EURUSD,1.4674,1000000,1.4677,700000
7250.232,FxMart,GBPUSD,1.5873,250000,1.588,1000000
7250.232,FxMart,EURGBP,0.9261,1000000,0.9271,1000000
7250.232,FxMart,USDCAD,1.0946,1000000,1.09585,1000000
7250.232,FxMart,AUDUSD,0,0,0,0
7250.232,FxMart,EURCHF,1.5119,1000000,1.51285,200000
7250.232,FxMart,EURJPY,0,0,0,0
7250.232,FxMart,NZDUSD,0,0,0,0
7250.232,FxMart,USDCHF,1.0326,940447,1.03285,500000
7250.232,FxMart,USDJPY,89.43,1000000,89.49,800000
7328.3595,AutoFx,EURUSD,1.4675,1000000,1.4678,2000000
7328.3595,AutoFx,GBPUSD,1.5873,1000000,1.5874,1000000
7328.3595,AutoFx,EURGBP,0.92645,1000000,0.92665,2000000
7328.3595,AutoFx,USDCAD,1.0951,5000000,1.0953,3000000
7328.3595,AutoFx,AUDUSD,0.8689,1000000,0.869,2000000
7328.3595,AutoFx,EURCHF,1.5115,1000000,1.5222,9000000
7343.985,AutoFx,EURJPY,0,0,0,0
7343.985,AutoFx,NZDUSD,0,0,0,0
7343.985,AutoFx,USDCHF,0,0,0,0
7343.985,AutoFx,USDJPY,89.46,2000000,89.49,2000000
7343.985,EasyFx,EURUSD,1.4676,11000000,1.4677,6000000
7343.985,EasyFx,GBPUSD,1.5873,2000000,1.5876,3000000
7343.985,EasyFx,EURGBP,0.9264,1000000,0.92665,1000000
7343.985,EasyFx,USDCAD,1.0951,1000000,1.0955,4000000
7343.985,EasyFx,AUDUSD,0.8688,1000000,0.8691,5000000
7343.985,EasyFx,EURCHF,1.5127,6000000,1.5128,2000000
7343.985,EasyFx,EURJPY,131.05,5000000,131.08,6000000
7343.985,EasyFx,NZDUSD,0,0,0,0
7343.985,EasyFx,USDCHF,1.0326,13000000,1.0327,1000000
7343.985,EasyFx,USDJPY,89.47,7000000,89.49,10000000
7343.985,FxPrime,EURUSD,1.4676,1100000,1.4678,100000
7343.985,FxPrime,GBPUSD,1.5873,500000,1.5875,850000
7343.985,FxPrime,EURGBP,0.9264,3000000,0.9266,1000000
7343.985,FxPrime,USDCAD,1.0952,200000,1.0953,200000
7343.985,FxPrime,AUDUSD,0.86885,7000000,0.869,540000
7343.985,FxPrime,EURCHF,1.51265,6000000,1.5128,200000
7343.985,FxPrime,EURJPY,131.04,200000,131.07,1150000
7343.985,FxPrime,NZDUSD,0.7163,1000000,0.7166,500000
7343.985,FxPrime,USDCHF,1.0326,2600000,1.0328,100000
7343.985,FxPrime,USDJPY,89.47,400000,89.49,1000000
7359.6105,eCurrencies,EURUSD,1.4675,1000000,1.46775,1000000
7359.6105,eCurrencies,GBPUSD,1.58725,500000,1.5875,1000000
7359.6105,eCurrencies,EURGBP,0.9264,1000000,0.9267,1000000
7359.6105,eCurrencies,USDCAD,1.095,500000,1.0954,500000
7359.6105,eCurrencies,AUDUSD,0.8687,1000000,0.8691,1800000
7359.6105,eCurrencies,EURCHF,1.5126,1000000,1.5129,1000000
7359.6105,eCurrencies,EURJPY,131.03,1000000,131.08,1000000
7359.6105,eCurrencies,NZDUSD,0.7161,3000000,0.7168,1000000
7359.6105,eCurrencies,USDCHF,1.0325,1600000,1.0328,1000000
7359.6105,eCurrencies,USDJPY,89.46,1000000,89.49,1000000
7359.6105,FxMart,EURUSD,1.4674,1000000,1.4677,700000
7359.6105,FxMart,GBPUSD,1.5873,250000,1.588,1000000
7359.6105,FxMart,EURGBP,0.9261,1000000,0.9271,1000000
7359.6105,FxMart,USDCAD,1.0946,1000000,1.09585,1000000
7359.6105,FxMart,AUDUSD,0,0,0,0
7359.6105,FxMart,EURCHF,1.5119,1000000,1.51285,200000
7359.6105,FxMart,EURJPY,0,0,0,0
7359.6105,FxMart,NZDUSD,0,0,0,0
7359.6105,FxMart,USDCHF,1.0326,940447,1.03285,500000
7359.6105,FxMart,USDJPY,89.43,1000000,89.49,800000
7437.738,AutoFx,EURUSD,1.4675,1000000,1.4678,2000000
7437.738,AutoFx,GBPUSD,1.5873,1000000,1.5874,1000000
7437.738,AutoFx,EURGBP,0.92645,1000000,0.92665,2000000
7437.738,AutoFx,USDCAD,1.0951,5000000,1.0953,3000000
7437.738,AutoFx,AUDUSD,0.8689,1000000,0.869,2000000
7437.738,AutoFx,EURCHF,1.5115,1000000,1.5222,9000000
7437.738,AutoFx,EURJPY,0,0,0,0
7437.738,AutoFx,NZDUSD,0,0,0,0
7437.738,AutoFx,USDCHF,0,0,0,0
7437.738,AutoFx,USDJPY,89.46,2000000,89.49,2000000
7453.3635,EasyFx,EURUSD,1.4676,11000000,1.4677,2000000
7453.3635,EasyFx,GBPUSD,1.5873,2000000,1.5876,3000000
7453.3635,EasyFx,EURGBP,0.9264,1000000,0.92665,1000000
7453.3635,EasyFx,USDCAD,1.0951,1000000,1.0955,4000000
7453.3635,EasyFx,AUDUSD,0.8688,1000000,0.8691,5000000
7453.3635,EasyFx,EURCHF,1.5127,6000000,1.5128,2000000
7453.3635,EasyFx,EURJPY,131.05,5000000,131.07,2000000
7453.3635,EasyFx,NZDUSD,0,0,0,0
7453.3635,EasyFx,USDCHF,1.0326,12000000,1.0327,1000000
7453.3635,EasyFx,USDJPY,89.47,5000000,89.48,1000000
7453.3635,FxPrime,EURUSD,1.4676,1100000,1.46775,6000000
7453.3635,FxPrime,GBPUSD,1.58725,1800000,1.5875,850000
7453.3635,FxPrime,EURGBP,0.9264,3000000,0.9266,1000000
7453.3635,FxPrime,USDCAD,1.0952,200000,1.0953,200000
7453.3635,FxPrime,AUDUSD,0.86885,7000000,0.869,540000
7453.3635,FxPrime,EURCHF,1.51265,6000000,1.5128,200000
